english word,turkish meaning,word level
vow,yemin etmek,B1
wade,sığ suda yürümek,B1
wag,sallamak,B1
wage,yürütmek,B1
wail,inlemek,B1
wait,beklemek,A1
wake,uyanmak,A1
walk,yürümek,A1
wander,dolaşmak,A2
want,istemek,A1
warm,ısınmak,A1
warn,uyarmak,A2
wash,yıkamak,A1
waste,boşa harcamak,A2
watch,izlemek,A1
water,sulamak,A2
wave,el sallamak,A1
waver,tereddüt etmek,B1
wear,giymek,A1
weave,dokumak,B1
wed,evlenmek,B1
weep,ağlamak,B1
weigh,tartmak,A2
welcome,hoş karşılamak,A1
wend,yönelmek,B1
wet,ıslatmak,A2
whack,vurmak,B1
wheel,tekerlekli bir şeyi itmek,B1
whip,kamçılamak,B1
whirl,dönmek,B1
whisper,fısıldamak,A2
whistle,ıslık çalmak,A2
whiten,beyazlatmak,B1
whittle,yontmak,B1
widen,genişletmek,B1
wield,kullanmak,B2
wiggle,kıpırdatmak,B1
will,irade göstermek,B1
win,kazanmak,A1
wind,sarmak,B1
wink,göz kırpmak,B1
wipe,silmek,A2
wire,tel bağlamak,B1
wish,dilemek,A1
withdraw,geri çekilmek,B1
withhold,geri durmak,B1
withstand,dayanmak,B1
witness,tanık olmak,B1
wobble,sallanmak,B1
wonder,merak etmek,A2
work,çalışmak,A1
worry,endişelenmek,A1
worship,tapmak,B1
wound,yaralamak,A2
wrap,sarmak,A2
wreck,mahvetmek,B1
wrestle,güreşmek,B1
wriggle,kıvranmak,B1
wrinkle,kırıştırmak,B1
write,yazmak,A1
xerox,fotokopi çekmek,A2
yank,çekmek,B1
yawn,esnemek,A2
yearn,özlemek,B2
yell,bağırmak,A2
yield,verim,B1
yodel,şarkı söylemek,B1
zero,sıfırlamak,B1
zigzag,zigzag yapmak,B1
zip,fermurayı çekmek,A2
zoom,yakınlaştırmak,A2
keel,dengesini kaybetmek,C1
ken,anlamak,C1
knead,yoğurmak,B2
knit,örgü örmek,B1
knock,vurmak,A1
knot,düğüm atmak,B1
kowtow,aşırı saygı göstermek,C2
kvetch,sürekli şikayet etmek,C1
label,etiketlemek,A2
lace,bağcık bağlamak,B1
lack,eksik olmak,A2
lambast,şiddetle eleştirmek,C1
lament,ağıt yakmak,C1
lampoon,alay etmek,C1
lance,delmek,C1
land,karaya çıkmak,A2
languish,zayıflamak,C1
lap,yalamak,B1
lapse,sona ermek,B2
lard,içine katmak,C1
lash,bağlamak,C1
latch,kilitlemek,B1
laud,övmek,C1
laugh,gülmek,A1
launch,başlatmak,A2
launder,para aklamak,B2
lavish,aşırı harcamak,C1
lay,yatırmak,A2
leach,süzmek,C1
leak,sızdırmak,B1
lean,eğilmek,A2
leap,zıplamak,B1
lease,kiralamak,B1
leash,tasma takmak,B1
leave,ayrılmak,A1
leer,şehvetle bakmak,C1
legitimize,meşrulaştırmak,C1
lend,ödünç vermek,A2
let,izin vermek,A1
level,düzleştirmek,A2
levitate,havada durmak,C2
levy,vergi koymak,B2
liberate,özgürleştirmek,B2
license,lisans vermek,B1
lick,yalamak,A2
lie,uzanmak,A1
lift,kaldırmak,A1
light,aydınlatmak,A1
like,beğenmek,A1
limn,tasvir etmek,C2
limp,topallamak,B1
line,astarlamak,B1
linger,oyalanmak,C1
link,bağlamak,A2
liquefy,sıvılaştırmak,C1
list,listelemek,A2
listen,dinlemek,A1
litigate,dava açmak,C1
litter,dağıtmak,B1
live,yaşamak,A1
load,yüklemek,A2
loaf,aylaklık etmek,B1
loan,borç vermek,A2
loathe,nefret etmek,C1
lob,fırlatmak,C1
lobby,ikna etmek,B2
locate,yerini belirlemek,B1
lock,kilitlemek,A1
lodge,yerleştirmek,B2
loft,yukarı fırlatmak,C1
log,kaydetmek,B1
loiter,oyalanmak,B2
loll,sarkmak,C1
look,bakmak,A1
loop,halka yapmak,B1
loosen,gevşetmek,B1
loot,yağmalamak,B2
lop,kesmek,C1
lope,uzun adımlarla koşmak,C1
lose,kaybetmek,A1
lounge,rahatça oturmak,B1
lour,kaşlarını çatmak,C1
love,sevmek,A1
lower,indirmek,A2
lubricate,yağlamak,C1
lug,sürüklemek,B1
lull,sakinleştirmek,C1
lumber,ağır hareket etmek,C1
lump,topak yapmak,B1
lunge,hamle yapmak,C1
lurch,sendelemek,C1
lure,cezbetmek,B2
lurk,gizlenmek,C1
lust,şiddetle arzulamak,C1
luxuriate,keyfini sürmek,C2
lynch,linç etmek,C2
macerate,yumuşatmak,C1
machine,makinede işlemek,B1
madden,çıldırtmak,C1
magnetize,mıknatıslamak,C2
magnify,büyütmek,C1
mail,posta göndermek,A1
maim,sakat bırakmak,C1
maintain,sürdürmek,A2
major,uzmanlaşmak,B1
make,yapmak,A1
malfunction,arızalanmak,B2
malign,kötülemek,C1
malinger,numara yapmak,C2
maltreat,kötü muamele etmek,C1
man,idare etmek,B1
manage,yönetmek,A1
mandate,zorunlu kılmak,B2
maneuver,manevra yapmak,B2
mangle,parçalamak,C1
manhandle,itaat ettirmek,C1
manifest,açığa çıkarmak,B2
manipulate,yönlendirmek,B2
manufacture,üretmek,B1
map,haritasını çıkarmak,B1
mar,bozmak,C1
march,yürüyüş yapmak,A2
mark,işaretlemek,A2
market,piyasaya sürmek,B1
maroon,ıssız adaya bırakmak,C2
marry,evlenmek,A1
marshal,düzenlemek,C1
martyr,şehit etmek,C2
marvel,hayran kalmak,B2
mash,ezmek,B1
mask,kamuflaj yapmak,B1
mass,toplanmak,B2
massacre,katliam yapmak,C1
massage,masaj yapmak,B1
master,ustalaşmak,B1
masticate,çiğnemek,C1
match,eşleştirmek,A2
mate,çiftleştirmek,B2
materialize,gerçekleşmek,C1
matter,önemli olmak,A2
mature,olgunlaşmak,B1
maul,parçalamak,C1
maximize,en üst düzeye çıkarmak,B2
mean,kastetmek,A1
measure,ölçmek,A1
mediate,arabuluculuk yapmak,B2
meditate,derin düşünmek,B2
meet,buluşmak,A1
melt,erimek,A2
memorize,ezberlemek,A2
mend,onarmak,B1
menace,tehdit etmek,B2
merge,birleşmek,B2
merit,hak etmek,B2
mesh,uyum sağlamak,C1
mesmerize,büyülemek,C1
migrate,göç etmek,B1
milk,sağmak,B1
mime,pantomim yapmak,B1
mimic,taklit etmek,B2
mince,kıymak,B1
mind,aldırmak,A2
mine,kazı yapmak,B1
mingle,karışmak,B2
minimize,küçümsemek,B2
mirror,yansıtmak,B2
mislead,yanıltmak,B2
miss,kaçırmak,A2
misuse,kötüye kullanmak,B2
mitigate,hafifletmek,C1
mix,karıştırmak,A1
moan,inlemek,B1
mobilize,seferber etmek,C1
mock,alay etmek,B1
model,modellemek,B1
moderate,ılımlı hale getirmek,B2
modernize,modernize etmek,B2
modify,değiştirmek,B1
modulate,ayarlamak,C1
moisten,nemlendirmek,B1
mold,şekil vermek,B1
molest,taciz etmek,C1
mollify,yatıştırmak,C1
monitor,izlemek,B1
monopolize,tekelinde tutmak,C1
moor,bağlamak (gemi),C1
moot,tartışmaya açmak,C1
mop,silmek,B1
mope,keyifsiz olmak,C1
moralize,ahlak dersi vermek,C2
morph,dönüşmek,C1
mortify,mahcup etmek,C1
motion,el işareti yapmak,B1
motivate,motive etmek,B1
motor,motorla çalıştırmak,B1
mold,şekil vermek,B1
mount,monte etmek,B1
mourn,yas tutmak,B2
mouth,söylemek (dudak hareketi),B1
move,taşınmak,A1
mow,biçmek,B1
muddle,karıştırmak,B2
muffle,susturmak,C1
mulch,malçlamak,C1
multiply,çoğalmak,A2
mumble,mırıldanmak,B1
murder,cinayet işlemek,B1
murmur,fısıldamak,B1
muscle,zorla sokulmak,C1
muse,düşünmek,C1
muster,toplamak,C1
mutilate,sakat bırakmak,C1
mutiny,isyan etmek,C1
mutter,mırıldanmak,B1
muzzle,ağızlık takmak,C1
mystify,şaşırtmak,C1
nab,yakalamak,C1
nag,dırdır etmek,C1
nail,çivilemek,B1
name,isim vermek,A1
nap,kestirmek,B1
narrate,anlatmak,B1
narrow,daraltmak,A2
navigate,yön bulmak,B1
near,yaklaşmak,A2
necessitate,gerektirmek,C1
need,ihtiyaç duymak,A1
neglect,ihmal etmek,B1
negotiate,müzakere etmek,B1
nest,yuva yapmak,B1
nestle,sokulmak,C1
net,ağla yakalamak,B1
nettle,sinirlendirmek,C1
network,ağ kurmak,B1
neutralize,etkisiz hale getirmek,C1
nibble,kemirmek,B1
nick,çentik atmak,B1
nip,koparmak,B1
nod,başını sallamak,A2
nominate,aday göstermek,B2
normalize,normal hale getirmek,B2
nose,burnunu sokmak,C1
note,not etmek,A2
notice,fark etmek,A2
notify,bildirmek,B1
nourish,beslemek,B2
nudge,dürtmek,C1
nullify,geçersiz kılmak,C1
number,numaralamak,A2
nurse,hasta bakıcılık yapmak,B1
nurture,büyütmek,B2
nutate,sallanmak,C2
obey,itaat etmek,A1
object,itiraz etmek,B1
obligate,zorunlu kılmak,C1
oblige,mecbur etmek,B2
obliterate,yok etmek,C1
obscure,gizlemek,B2
observe,gözlemlemek,B1
obsess,takıntı yapmak,B2
obstruct,engellemek,C1
obtain,elde etmek,B1
occupy,işgal etmek,B1
occur,meydana gelmek,A2
offend,gücendirmek,B1
offer,teklif etmek,A1
officiate,yöneticilik yapmak,C1
offset,dengelemek,B2
omit,atlamak,B2
ooze,sızmak,C1
open,açmak,A1
operate,çalıştırmak,A2
opine,fikir belirtmek,C1
oppose,karşı çıkmak,B1
oppress,baskı yapmak,B2
opt,seçmek,B2
optimize,en uygun hale getirmek,B2
orbit,yörüngede dönmek,B1
orchestrate,düzenlemek,C1
order,sipariş vermek,A1
organize,düzenlemek,A2
orient,yönlendirmek,B2
originate,kaynaklanmak,B2
ornament,süslemek,B2
orphan,öksüz bırakmak,C1
oscillate,salınmak,C1
oust,kovmak,C1
outclass,üstün olmak,C1
outdo,aşmak,C1
outfit,donatmak,B1
outgrow,aşmak (boy),B2
outlaw,yasaklamak,B2
outline,ana hatlarını belirtmek,B1
outlive,daha uzun yaşamak,B2
outmaneuver,manevra ile yenmek,C1
outnumber,sayıca üstün olmak,B2
outpace,geride bırakmak,C1
outperform,daha iyi performans göstermek,B2
outplay,daha iyi oynamak,B2
outrage,öfkelendirmek,B2
outrank,daha üstün olmak,C1
outrun,koşuda geçmek,B2
outsell,daha çok satmak,B2
outshine,gölgede bırakmak,C1
outsmart,kurnazlıkla yenmek,C1
outsource,dış kaynak kullanmak,B2
outspread,yaymak,C1
outstay,fazla kalmak,C1
outstrip,geride bırakmak,C1
outvote,oy çokluğuyla yenmek,C1
outweigh,ağır basmak,C1
overachieve,bekleneni aşmak,C1
overact,abartılı oynamak,C1
overawe,baskı altına almak,C1
overbalance,dengesini kaybetmek,C1
overbear,baskın çıkmak,C1
overbid,daha fazla teklif vermek,C1
overblow,abartmak,C1
overbook,fazla rezervasyon yapmak,C1
overburden,aşırı yüklemek,C1
overcharge,fazla fiyat istemek,B2
overcome,üstesinden gelmek,B1
overcompensate,aşırı telafi etmek,C1
overcook,fazla pişirmek,B1
overcrowd,aşırı kalabalıklaştırmak,B2
overdo,abartmak,B2
overdose,aşırı doz almak,B2
overdraw,hesabı aşmak,C1
overdress,aşırı giyinmek,C1
overdrive,aşırı zorlamak,C1
overeat,aşırı yemek,B1
overemphasize,aşırı vurgulamak,C1
overestimate,fazla tahmin etmek,B2
overexert,aşırı zorlamak,C1
overexpose,aşırı maruz bırakmak,C1
overextend,aşırı genişletmek,C1
overfeed,aşırı beslemek,C1
overfill,aşırı doldurmak,C1
overflow,taşmak,B2
overfly,üzerinden uçmak,C1
overgeneralize,aşırı genelleme yapmak,C1
overgraze,aşırı otlatmak,C1
overgrow,aşırı büyümek,C1
overhang,sarkmak,C1
overhaul,gözden geçirmek,C1
overhear,istemeden duymak,C1
overheat,aşırı ısınmak,B2
overindulge,aşırı hoşgörülü olmak,C1
overlap,örtüşmek,B2
overlay,kaplamak,C1
overload,aşırı yüklemek,B2
overlook,gözden kaçırmak,B2
overpay,fazla ödemek,B2
overplay,abartmak,C1
overpower,aşırı güç,C1
overprice,aşırı fiyatlandırmak,C1
overprint,fazla baskı yapmak,C1
overproduce,aşırı üretmek,C1
overprotect,aşırı korumak,C1
overrate,abartmak,C1
overreach,kendini aşmak,C1
overreact,aşırı tepki vermek,B2
override,geçersiz kılmak,C1
overrule,reddetmek,C1
overrun,istila etmek,C1
oversee,denetlemek,B2
oversell,abartarak satmak,C1
overshadow,gölgede bırakmak,C1
overshoot,hedefi aşmak,C1
oversimplify,aşırı basitleştirmek,C1
oversleep,fazla uyumak,B1
overspend,aşırı harcamak,B2
overstate,abartmak,B2
overstay,fazla kalmak,B2
overstep,aşmak (sınır),C1
overstock,aşırı stoklamak,C1
overstrain,aşırı zorlamak,C1
overstress,aşırı stres yapmak,C1
overstretch,aşırı germek,C1
overtake,yakalamak,B2
overtax,aşırı vergilendirmek,C1
overthrow,devirmek,C1
overtire,aşırı yormak,C1
overtrain,aşırı antrenman yapmak,C1
overturn,devirmek,C1
overuse,aşırı kullanmak,B2
overvalue,aşırı değer vermek,C1
overwhelm,boğmak,B2
overwork,aşırı çalıştırmak,B2
owe,borçlu olmak,B1
own,sahip olmak,A1
pace,adımlamak,B1
pack,paketlemek,A1
pad,yastıklamak,B1
paddle,kürek çekmek,B1
paint,boya yapmak,A1
pair,eşleştirmek,A2
pamper,şımartmak,C1
pan,eleştirmek,B2
panel,panelle kaplamak,B1
panic,panik yapmak,B1
pant,nefes nefese kalmak,B1
paper,kağıt kaplamak,B1
parade,geçit yapmak,B1
parallel,paralel olmak,B2
paralyze,felç etmek,C1
paraphrase,ifadeyi değiştirerek söylemek,B2
parcel,paketlemek,B1
pardon,affetmek,B1
pare,soymak (meyve),B1
park,park etmek,A1
parody,parodisini yapmak,B2
parrot,tekrarlamak,C1
part,ayırmak,A2
partake,katılmak,C1
participate,katılmak,A2
partition,bölmek,C1
pass,geçmek,A1
passivate,pasifleştirmek,C2
paste,yapıştırmak,A2
pat,hafifçe vurmak,B1
patch,yama yapmak,B1
patent,patent almak,B2
patrol,devriye gezmek,B1
patronize,küçümsemek,C1
pattern,desen vermek,B1
pause,durdurmak,A1
pave,döşemek,B1
paw,patilemek,B1
pay,ödemek,A1
peck,gagalamak,B1
pedal,pedal çevirmek,B1
peddle,sepetlemek,C1
peel,soymak,A1
peep,gizlice bakmak,B1
peer,dikkatle bakmak,B1
peg,çiviyle sabitlemek,B1
pen,kalemle yazmak,A1
penalize,cezalandırmak,B2
pencil,kalemle çizmek,A2
penetrate,içine işlemek,B2
pepper,biber serpmek,B1
perceive,algılamak,B2
perch,tüneğe konmak,C1
perfect,mükemmelleştirmek,B1
perform,yapmak (görev),A2
perfume,parfüm sürmek,B1
perish,yok olmak,C1
perk,canlanmak,C1
perm,perma yapmak,B1
permeate,işlemek,C1
permit,izin vermek,A2
perpetrate,işlemek (suç),C1
persecute,zulmetmek,C1
persevere,sebat etmek,C1
persist,ısrar etmek,B2
personalize,kişiselleştirmek,B2
persuade,ikna etmek,B1
pertain,ilgili olmak,C1
perturb,rahatsız etmek,C1
peruse,gözden geçirmek,C1
pester,rahatsız etmek,C1
pet,okşamak,A2
phase,aşamalandırmak,B1
philosophize,felsefe yapmak,C1
phone,telefon etmek,A1
photograph,fotoğraf çekmek,A1
phrase,ifade etmek,B1
pick,seçmek,A1
picnic,piknik yapmak,A1
picture,hayal etmek,A2
piece,birleştirmek,B1
pierce,delmek,B1
pile,yığmak,B1
pilfer,aşırmak,C1
pillage,yağmalamak,C1
pillow,yastığa yaslamak,B1
pin,iğnelemek,B1
pinch,sıkıştırmak,B1
pine,özlemek,C1
pinpoint,tam yerini belirlemek,C1
pioneer,öncülük etmek,B2
pip,geçmek (yarış),C1
pipe,boru döşemek,B1
pique,merak uyandırmak,C1
pirate,korsanlık yapmak,B1
piss,sinirlendirmek,B2
pit,çukur açmak,B1
pitch,ziftlemek,B1
pity,acımak,B1
pivot,dönmek (eksen),C1
placate,yatıştırmak,C1
place,yerleştirmek,A1
plagiarize,aşırmak,C1
plague,rahatsız etmek,C1
plain,düzleştirmek,B1
plait,örgü yapmak,B1
plan,planlamak,A1
plant,dikmek,A1
plaster,sıva yapmak,B1
plate,kaplamak,B1
play,oynamak,A1
plead,yalvarmak,B2
please,memnun etmek,A1
pledge,söz vermek,B2
plod,ağır aksak yürümek,C1
plot,plan yapmak,B1
plow,sürmek,B1
pluck,koparmak,B1
plug,tıkamak,B1
plumb,derinlemesine incelemek,C1
plume,tüylerini kabartmak,C1
plummet,dibe vurmak,C1
plump,şişmanlatmak,B1
plunder,yağmalamak,C1
plunge,dalmak,B2
ply,katlamak,C1
poach,kaçak avlamak,C1
pocket,cebine atmak,B1
point,işaret etmek,A1
poise,dengede tutmak,C1
poison,zehirlemek,B1
poke,dürtmek,B1
polarize,kutuplaştırmak,C1
polish,cilalamak,B1
poll,anket yapmak,B2
pollute,kirletmek,B1
ponder,düşünmek,B2
pool,birleştirmek,B2
pop,patlamak,A2
popularize,popülerleştirmek,B2
populate,yerleşmek,B2
pore,gözden geçirmek,C1
portray,betimlemek,B2
pose,poz vermek,B1
position,konumlandırmak,B1
possess,sahip olmak,B1
post,göndermek,A2
postpone,ertelemek,B1
postulate,varsaymak,C1
pot,saksıya dikmek,B1
pounce,üzerine atlamak,C1
pound,dövmek,B1
pour,dökmek,A1
pout,somurtmak,B1
powder,toz haline getirmek,B1
power,güç sağlamak,B1
practice,pratik yapmak,A1
praise,övmek,A2
prance,hoplamak,C1
pray,dua etmek,A2
preach,vaaz vermek,B2
precede,önce gelmek,B2
precipitate,çöktürmek,C1
preclude,engellemek,C1
predicate,dayandırmak,C1
predict,tahmin etmek,A2
predispose,yatkın hale getirmek,C1
preempt,önlemek,C1
preen,tüylerini düzeltmek,C1
preface,önsöz yazmak,B2
prefer,tercih etmek,A1
prejudice,önyargı oluşturmak,B1
preoccupy,meşgul etmek,C1
prepare,hazırlamak,A1
prescribe,yazmak,B1
present,sunmak,A1
preserve,korumak,B1
preside,başkanlık etmek,C1
press,bastırmak,A1
pressure,baskı yapmak,B1
presume,varsaymak,B2
pretend,yapar gibi görünmek,A2
pretext,bahane yapmak,B2
prevail,üstün gelmek,B2
prevent,engellemek,A2
prey,avlanmak,B1
price,fiyatlandırmak,A2
prick,iğnelemek,B1
pride,gurur duymak,B1
prime,hazırlamak,B1
print,basmak,A1
prise,zorla açmak,C1
privatize,özelleştirmek,B2
prize,değer vermek,B1
probe,soruşturmak,B2
proceed,devam etmek,B1
process,işlemek,A2
proclaim,ilan etmek,B2
procure,tedarik etmek,C1
prod,dürtmek,C1
produce,üretmek,A1
profess,iddia etmek,C1
proffer,uzatmak,C1
profile,profil çıkarmak,B2
profit,kâr etmek,B1
program,programlamak,A2
progress,ilerlemek,A2
prohibit,yasaklamak,B1
project,yansıtmak,B1
prolong,uzatmak,B2
promise,söz vermek,A1
promote,terfi ettirmek,B1
prompt,teşvik etmek,B2
pronounce,telaffuz etmek,A2
proof,proof okuması yapmak,B2
prop,desteklemek,B1
propagate,yaymak,C1
propel,ilerletmek,C1
prophesy,kehanet etmek,C1
proportion,orantılamak,B2
propose,öneride bulunmak,A2
proscribe,yasaklamak,C1
prosecute,kovuşturmak,B2
proselytize,davet etmek,C2
prospect,aramak,B2
prosper,refah içinde olmak,B2
prostitute,fahişelik yapmak,C1
protect,korumak,A1
protest,protesto etmek,A2
protract,uzatmak,C1
protrude,dışarı çıkmak,C1
prove,kanıtlamak,A2
provide,sağlamak,A2
provoke,kışkırtmak,B2
prowl,dolaşmak,C1
prune,budamak,C1
pry,gözetlemek,C1
publicize,duyurmak,B2
pucker,büzüşmek,C1
puff,üflemek,B1
pull,çekmek,A1
pulp,lapa haline getirmek,C1
pulsate,çarpmak,C1
pulverize,toz haline getirmek,C1
pump,pompa ile basmak,B1
punch,yumruk atmak,B1
punish,cezalandırmak,A2
purchase,satın almak,A2
purge,tasfiye etmek,C1
purify,arındırmak,B2
purport,iddia etmek,C1
purr,mırıldamak,B1
pursue,peşinden gitmek,B1
push,itmek,A1
put,koymak,A1
puzzle,şaşırtmak,B1
quack,vaklamak,B1
quadruple,dört katına çıkmak,C1
quaff,kafayı çekmek,C1
quail,ürkmek,C1
quake,titremek,B1
qualify,nitelik kazanmak,B1
quantify,ölçmek,B2
quarantine,karantinaya almak,B2
quarrel,tartışmak,B1
quarry,taş ocağı işletmek,C1
quarter,konaklatmak,C1
quash,bastırmak,C1
quaver,titremek,C1
queen,kraliçe gibi davranmak,C1
quell,bastırmak,C1
quench,söndürmek,B2
query,sorgulamak,B2
quest,araştırmak,C1
queue,kuyruğa girmek,B1
quibble,kelime oyunu yapmak,C1
quicken,hızlandırmak,C1
quiet,sakinleştirmek,B1
quilt,yorgan dikmek,B1
quip,esprili söz söylemek,C1
quit,bırakmak,A2
quiver,titremek,B2
quiz,sorguya çekmek,B1
quote,alıntı yapmak,A2
race,yarışmak,A2
rack,işkence etmek,C1
radiate,yaymak,B2
raffle,piyango çekmek,B1
raft,salla gitmek,B1
rage,öfkelenmek,B2
raid,baskın yapmak,B1
rail,şikayet etmek,C1
rain,yağmur yağmak,A1
raise,yükseltmek,A2
rake,tırmıklamak,B1
rally,toplanmak (destek),B2
ram,çarpmak,C1
ramble,amaçsızca dolaşmak,C1
ramp,rampa yapmak,B1
rampage,öfkeyle dolaşmak,C1
ranch,çiftlik işletmek,B1
randomize,rastgele seçmek,C1
range,çeşitlilik göstermek,B1
rank,sıralamak,B1
ransack,altını üstüne getirmek,C1
ransom,fidye istemek,C1
rant,bağırıp çağırmak,C1
rap,tıklatmak,B1
rape,tecavüz etmek,C1
rasp,törpülemek,C1
rat,ispiyonlamak,C1
rate,değerlendirmek,A2
ratify,onaylamak,B2
ration,paylamak,B2
rationalize,akılcı hale getirmek,C1
rattle,gürültü yapmak,B1
ravage,tahrip etmek,C1
rave,çılgınca konuşmak,C1
ravel,çözmek,C1
ravish,büyülemek,C1
raze,yıkmak,C1
razz,alay etmek,C1
reach,ulaşmak,A1
react,tepki vermek,A2
read,okumak,A1
realize,farkına varmak,A2
reap,biçmek,B2
rear,yetiştirmek,B2
reason,akıl yürütmek,B1
reassure,güven vermek,B2
rebate,iade etmek,B2
rebel,isyan etmek,B1
rebound,sekerek geri gelmek,B2
rebuff,reddetmek,C1
rebuild,yeniden inşa etmek,B1
rebuke,azarlamak,B2
rebut,çürütmek,C1
recall,hatırlamak,B1
recant,sözünden dönmek,C1
recap,özetlemek,B2
recapture,geri almak,C1
recede,geri çekilmek,B2
receive,almak,A1
recess,mola vermek,B2
recite,ezberden okumak,B1
reckon,hesaplamak,B2
reclaim,geri almak,B2
recline,yaslanmak,C1
recognize,tanımak,A2
recoil,geri çekilmek,C1
recollect,hatırlamak,B2
recommend,tavsiye etmek,A2
reconcile,uzlaştırmak,B2
reconnoiter,keşif yapmak,C2
reconsider,tekrar düşünmek,B2
reconstruct,yeniden inşa etmek,B2
record,kaydetmek,A1
recount,ayrıntılı anlatmak,B2
recoup,karşılamak,C1
recover,iyileşmek,A2
recreate,yeniden yaratmak,B2
recruit,işe almak,B1
rectify,düzeltmek,B2
recuperate,iyileşmek,C1
recur,tekrarlanmak,B2
recycle,geri dönüştürmek,A2
redden,kızarmak,B1
redeem,kurtarmak,B2
redirect,tekrar yönlendirmek,B2
redistribute,yeniden dağıtmak,B2
redress,tazmin etmek,C1
reduce,azaltmak,A2
reel,bocalamak,C1
refer,atıfta bulunmak,A2
refine,arıtmak,B2
reflect,yansıtmak,A2
refocus,tekrar odaklanmak,B2
reform,reform yapmak,B2
refrain,kaçınmak,B2
refresh,tazelemek,B1
refrigerate,soğutmak,B1
refund,geri ödemek,B1
refurbish,yenilemek,B2
refuse,reddetmek,A1
refute,çürütmek,B2
regain,geri kazanmak,B2
regale,eğlendirmek,C1
regard,değerlendirmek,B1
regenerate,yenilemek,C1
regiment,düzenlemek,C1
register,kaydolmak,A2
regress,gerilemek,C1
regret,pişman olmak,A2
regulate,düzenlemek,B1
rehabilitate,rehabilite etmek,B2
rehearse,prova yapmak,B1
reign,hüküm sürmek,B2
reimburse,geri ödemek,B2
rein, dizginlemek,B2
reinforce, güçlendirmek,B1
reinstall, yeniden yüklemek,B2
reiterate, tekrarlamak,B2
reject, reddetmek,A2
rejoice, sevinmek,B2
rejoin, yeniden katılmak,C1
rejuvenate, gençleştirmek,C1
relapse, nüksetmek,C1
relate, ilişkilendirmek,A2
relax, rahatlamak,A1
relay, iletmek,B2
release, serbest bırakmak,A2
relegate, alt sıraya koymak,C1
relent, yumuşamak,C1
relieve, rahatlatmak,B1
relinquish, vazgeçmek,C1
relish, zevk almak,B2
relocate, taşınmak,B2
reluct, isteksiz olmak,C1
rely, güvenmek,A2
remain, kalmak,A1
remand, gözaltına almak,C1
remark, belirtmek,B1
remember, hatırlamak,A1
remind, hatırlatmak,A2
remit, göndermek,C1
remove, kaldırmak,A2
render, sunmak,B2
renew, yenilemek,B1
renounce, reddetmek,C1
renovate, yenilemek,B2
renown, ün kazanmak,C1
repair, tamir etmek,A1
repeal, yürürlükten kaldırmak,B2
repeat, tekrarlamak,A1
repel, itmek,B2
repent, pişman olmak,B2
replace, yerine koymak,A2
replenish, yenilemek,C1
replicate, kopyalamak,B2
report, rapor vermek,A1
repose, dinlenme,C1
represent, temsil etmek,A2
repress, bastırmak,C1
reprieve, ertelemek,C1
reprimand, azarlamak,C1
reprint, yeniden basmak,B2
reproach, azarlamak,B2
reproduce, çoğaltmak,B1
repudiate, reddetmek,C1
repulse, itmek,C1
request, rica etmek,A2
require, gerektirmek,A2
rescue, kurtarmak,A2
research, araştırma yapmak,A2
resemble, benzemek,A2
resent, gücenmek,B2
reserve, ayırtmak,A2
reside, ikamet etmek,B2
resign, istifa etmek,B1
resist, direnmek,B1
resolve, çözmek,B1
resort, başvurmak,B2
respect, saygı duymak,A1
respond, yanıt vermek,A2
rest, dinlenmek,A1
restore, restore etmek,B1
restrain, zaptetmek,B2
restrict, kısıtlamak,B1
result, sonuçlanmak,A1
resume, devam etmek,B1
retail, perakende satmak,B1
retain, muhafaza etmek,B2
retaliate, intikam almak,C1
retard, yavaşlatmak,C1
retire, emekli olmak,A2
retort, karşılık vermek,C1
retract, geri çekmek,C1
retreat, geri çekilmek,B1
retrieve, geri almak,B2
return, geri dönmek,A1
reveal, ortaya çıkarmak,A2
revel, eğlenmek,C1
revenge, intikam almak,B2
revere, hürmet etmek,C1
reverse, tersine çevirmek,B1
review, gözden geçirmek,A2
revile, hakaret etmek,C1
revise, gözden geçirmek,B1
revive, canlandırmak,B2
revoke, geri almak,B2
revolt, isyan etmek,B2
revolve, dönmek,B1
reward, ödüllendirmek,A2
rhyme, kafiyeli olmak,B1
rid, kurtarmak,B1
riddle, delik deşik etmek,C1
ride, binmek,A1
ridge, sırt oluşturmak,C1
ridicule, alay etmek,B2
riffle, hızlıca karıştırmak,C1
rifle, yağmalamak,C1
rig, donatmak (gemi),C1
right, düzeltmek,A2
rim, kenarını çevirmek,C1
ring, çalmak (zil),A1
rinse, çalkalamak,B1
riot, isyan çıkarmak,B1
rip, yırtmak,B1
ripen, olgunlaşmak,B2
ripple, dalgalanmak,C1
rise, yükselmek,A2
risk, riske atmak,A2
rival, rekabet etmek,B1
rivet, perçinlemek,C1
roam, dolaşmak,B2
roar, kükremek,B1
roast, kavurmak,B1
rob, soymak,A2
rock, sallamak,A2
rod, çubukla dövmek,C1
roll, yuvarlamak,A1
romance, kur yapmak,B2
roost, tünemek,C1
root, kök salmak,B2
rope, iple bağlamak,B1
rot, çürümek,B1
rotate, döndürmek,B1
round, yuvarlamak,A2
rouse, uyandırmak,C1
route, yönlendirmek,B1
row, kürek çekmek,A2
rub, ovmak,A2
ruffle, tüy karıştırmak,C1
ruin, mahvetmek,B1
rule, yönetmek,A2
